moncloa_id,source,title,pdf_url,pdf_filename,section,subsection,is_boe,include_in_comparison
moncloa_0001,moncloa,BOE,https://www.boe.es/boe/dias/2026/02/25/pdfs/BOE-A-2026-4351.pdf,BOE-A-2026-4351.pdf,boe,,True,False
moncloa_0002,moncloa,Transcripción de conversación telefónica de (presuntamente) García Carres y Tejero mientras (posiblemente) el segundo se encontraba dentro del Congreso.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/guardia-civil/23F_1._Conversacion_telefonica_GARCIA_CARRES_y_Tcol._TEJERO.pdf,23F_1._Conversacion_telefonica_GARCIA_CARRES_y_Tcol._TEJERO.pdf,interior,guardia-civil,False,True
moncloa_0003,moncloa,Transcripción de conversación telefónica de García Carres con otra persona después de la citada.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/guardia-civil/23F_2._Conversacion_telefonica_GARCIA_CARRES.pdf,23F_2._Conversacion_telefonica_GARCIA_CARRES.pdf,interior,guardia-civil,False,True
moncloa_0004,moncloa,Conversaciones telefónicas de (presuntamente) la unidad militar El Pardo (24 de febrero del 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/guardia-civil/23F_3._Conversaciones_telefonicas_unidad_militar_El_Pardo.pdf,23F_3._Conversaciones_telefonicas_unidad_militar_El_Pardo.pdf,interior,guardia-civil,False,True
moncloa_0005,moncloa,"Documentación con una presunta planificación del golpe, manuscrita (1980).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/guardia-civil/23F_4._Documento_planificacion_del_golpe.pdf,23F_4._Documento_planificacion_del_golpe.pdf,interior,guardia-civil,False,True
moncloa_0006,moncloa,Documento manuscrito de posible planificación del golpe.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/guardia-civil/23F_5._Documento_manuscrito_planificacion_del_golpe.pdf,23F_5._Documento_manuscrito_planificacion_del_golpe.pdf,interior,guardia-civil,False,True
moncloa_0007,moncloa,Transcripción de cintas grabadas con conversaciones telefónicas con varias personas intervenidas a la esposa de Tejero.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/guardia-civil/23F6TR_1.PDF,23F6TR_1.PDF,interior,guardia-civil,False,True
moncloa_0008,moncloa,Nota del EM de la Guardia Civil con una secuencia parcial de los hechos del asalto al Congreso.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/guardia-civil/23F_7._Notas_Informativas_2_Seccion_EM_desarrollo_hechos.pdf,23F_7._Notas_Informativas_2_Seccion_EM_desarrollo_hechos.pdf,interior,guardia-civil,False,True
moncloa_0009,moncloa,Télex interiores y de agencias recibidos en 2ª sección EM el día 23-F informando del estado de situación (23 de febrero de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/guardia-civil/23F_8._Telex_interiores_y_de_Agencias_recibidos_en_2_Seccion_EM.pdf,23F_8._Telex_interiores_y_de_Agencias_recibidos_en_2_Seccion_EM.pdf,interior,guardia-civil,False,True
moncloa_0010,moncloa,Oficio zona País Vasco que expresa una comunicación del teniente coronel Tejero sobre la posible situación de tensión por la presencia de ETA (1975).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/guardia-civil/23F_9._Oficio_dimanante_Zona_del_Pais_Vasco_disposiciones_sobre_Tejero.pdf,23F_9._Oficio_dimanante_Zona_del_Pais_Vasco_disposiciones_sobre_Tejero.pdf,interior,guardia-civil,False,True
moncloa_0011,moncloa,Nota sobre la comparecencia del teniente coronel Tejero informando sobre una reunión en la cafetería Galaxia citando al resto de asistentes (1978).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/guardia-civil/23F_10._Nota_comparecencia_Tejero_Galaxia.pdf,23F_10._Nota_comparecencia_Tejero_Galaxia.pdf,interior,guardia-civil,False,True
moncloa_0012,moncloa,"Nota Informativa sobre la repercusión en prensa del arresto de Tejero en 1978 cuando era Jefe de la Comandancia de Málaga, y sobre alguna carta de apoyo de civiles.",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/guardia-civil/23F_11._Nota_Informativa_repercusion_prensa_arresto_Tejero_antes_1981.pdf,23F_11._Nota_Informativa_repercusion_prensa_arresto_Tejero_antes_1981.pdf,interior,guardia-civil,False,True
moncloa_0013,moncloa,"Informe de las distintas Jefaturas Superiores: Comisaría General de Información. ""Situación actual en las distintas regiones policiales y acciones de protesta previstas en relación a la ocupación del Palacio del Congreso de los Diputados"" (24 de febrero de 1981).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/SITUACION_REGIONES_POLICIALES_24-02-81.pdf,SITUACION_REGIONES_POLICIALES_24-02-81.pdf,interior,policia,False,True
moncloa_0014,moncloa,"Informe de las distintas Jefaturas Superiores: Comisaría General de Información. ""Situación actual en las distintas regiones policiales y acciones de protesta previstas en relación a la ocupación del Palacio del Congreso de los Diputados"" (25 de febrero de 1981).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/SITUACION_REGIONES_POLICIALES_25-02-81.pdf,SITUACION_REGIONES_POLICIALES_25-02-81.pdf,interior,policia,False,True
moncloa_0015,moncloa,"Informe de las distintas Jefaturas Superiores: Comisaría General de Información. ""Situación actual en las distintas regiones policiales y acciones de protesta previstas en relación a la ocupación del Palacio del Congreso de los Diputados"" (26 de febrero de 1981).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/SITUACION_REGIONES_POLICIALES_26-02-81.pdf,SITUACION_REGIONES_POLICIALES_26-02-81.pdf,interior,policia,False,True
moncloa_0016,moncloa,Nota: Fuerza Nueva. El divorcio del Rey con el Ejército (12 de marzo de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/12-03-81_NOTA_INFORMATIVA_SOBRE_FUERZA_NUEVA.pdf,12-03-81_NOTA_INFORMATIVA_SOBRE_FUERZA_NUEVA.pdf,interior,policia,False,True
moncloa_0017,moncloa,Nota de la Brigada de Información Interior: Ayudas a los implicados en el 23-F. Desde altas instancias castrenses campaña de ayuda económica para los implicados en el 23-F (18 de marzo de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/18-03-81_NOTA_INFORMATIVA_SOBRE_LA_AYUDA_A_LOS_IMPLICADOS_23F.pdf,18-03-81_NOTA_INFORMATIVA_SOBRE_LA_AYUDA_A_LOS_IMPLICADOS_23F.pdf,interior,policia,False,True
moncloa_0018,moncloa,"Nota de la Brigada de Información Interior: El 23-F basado en la Operación Ariete. Libro sobre el 23-F revelará que se valoró la entrada del GEO en el Congreso, y que el 23-F se basó en la anterior ""operación Ariete"" (18 de marzo de 1981).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/18-03-81_NOTA_INFORMATIVA_SOBRE_LA_OPERACION_ARIETE.pdf,18-03-81_NOTA_INFORMATIVA_SOBRE_LA_OPERACION_ARIETE.pdf,interior,policia,False,True
moncloa_0019,moncloa,Nota: Bloqueada una cuenta de la asociación de mujeres de militares y policías. Esta asociación ha recibido cuantiosos donativos para las familias de los implicados en el 23-F (27 de marzo de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/27-03-81_NOTA_INFORMATIVA_SOBRE_BLOQUEO_DE_CUENTA_DE_ASOC_DE_MUJERES_DE_MILITARES.pdf,27-03-81_NOTA_INFORMATIVA_SOBRE_BLOQUEO_DE_CUENTA_DE_ASOC_DE_MUJERES_DE_MILITARES.pdf,interior,policia,False,True
moncloa_0020,moncloa,Nota: Partido Comunista de España PCE. Intento de la extrema derecha de implicar a la monarquía en el 23-F (11 de mayo de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/11-05-81_NOTA_INFORMATIVA_SOBRE_EL_PCE.pdf,11-05-81_NOTA_INFORMATIVA_SOBRE_EL_PCE.pdf,interior,policia,False,True
moncloa_0021,moncloa,Nota: Campaña de formación del PSOE sobre involución (13 de mayo de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/13-05_1.PDF,13-05_1.PDF,interior,policia,False,True
moncloa_0022,moncloa,Nota de la Brigada de Información Interior: Apoyo económico a los implicados en el 23-F (10 de mayo de 1983).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/10-05-83_NOTA_INFORMATIVA_SOBRE_APOYO_ECONOMICO_A_LOS_IMPLICADOS.pdf,10-05-83_NOTA_INFORMATIVA_SOBRE_APOYO_ECONOMICO_A_LOS_IMPLICADOS.pdf,interior,policia,False,True
moncloa_0023,moncloa,Policía Nacional. Informe de situación. Marca: reservado-confidencial (12 de noviembre de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/archivo/1_PN_Informe_Situacion_12-11-81_desp.pdf,1_PN_Informe_Situacion_12-11-81_desp.pdf,interior,archivo,False,True
moncloa_0024,moncloa,Índices de subversión en las FAS. Marca: SECRETO (diciembre de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/archivo/2_Indices_de_subversion_en_las_FAS_DIC_1981.pdf,2_Indices_de_subversion_en_las_FAS_DIC_1981.pdf,interior,archivo,False,True
moncloa_0025,moncloa,"Juicio del 23-F: acotaciones al desarrollo del juicio, notas procesales sobre el consejo de guerra, nota sobre posible expediente gubernativo a los guardias civiles, relación de implicados, informe de Jane Walker sobre sentencias benévolas.",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/archivo/3_Juicio_del_23-F_desp.pdf,3_Juicio_del_23-F_desp.pdf,interior,archivo,False,True
moncloa_0026,moncloa,"Nota ""Campaña contra S.M."" (sin firma).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/archivo/4_campana_contra_SM.pdf,4_campana_contra_SM.pdf,interior,archivo,False,True
moncloa_0027,moncloa,"Nota ""Involucionismo político provocado por posible golpe militar"" (sin firma).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/archivo/5_INVOLUCIONISMO_POLITICO_PROVOCADO_POSIBLE_GOLPE_MILITAR_desp.pdf,5_INVOLUCIONISMO_POLITICO_PROVOCADO_POSIBLE_GOLPE_MILITAR_desp.pdf,interior,archivo,False,True
moncloa_0028,moncloa,"Nota ""Posible golpe de estado"" (sin firma).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/archivo/6_POSIBLE_GOLPE_DE_ESTADO_desp.pdf,6_POSIBLE_GOLPE_DE_ESTADO_desp.pdf,interior,archivo,False,True
moncloa_0029,moncloa,"Notas de 1983 sobre ""Libertad de condenados por el 23-F"", ""Sobre petición de indulto"", ""Vista del recurso de casación del 23-F"", ""Artículo sobre la Brigada Interior en la revista Tiempo"".",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/archivo/7_Notas_1983_desp.pdf,7_Notas_1983_desp.pdf,interior,archivo,False,True
moncloa_0030,moncloa,"Guión que sirvió de base para la reunión de S.M. el Rey con el Presidente del Gobierno, el ministro de Defensa y la Junta de Jefes de Estado Mayor (14 de diciembre de 1981).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_1_R.pdf,Documento_1_R.pdf,defensa,cni,False,True
moncloa_0031,moncloa,Relación CESID (Dirección) - General Jefe del Estado Mayor (Capitanía).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_2_R.pdf,Documento_2_R.pdf,defensa,cni,False,True
moncloa_0032,moncloa,Relación CESID (Dirección) - PREJUJEM (J2).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_3_R.pdf,Documento_3_R.pdf,defensa,cni,False,True
moncloa_0033,moncloa,Resumen de la actuación del Departamento de Defensa Interna.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_4_R.pdf,Documento_4_R.pdf,defensa,cni,False,True
moncloa_0034,moncloa,Actitud del CESID ante la situación provocada por los incidentes en el Congreso.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_5_R.pdf,Documento_5_R.pdf,defensa,cni,False,True
moncloa_0035,moncloa,Informe sobre la participación de miembros de la AOME (CESID) en los hechos del 23 de febrero de 1981.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_6_R.pdf,Documento_6_R.pdf,defensa,cni,False,True
moncloa_0036,moncloa,Investigación y declaraciones personal AOME por JDDI (9 de abril de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_7_R.pdf,Documento_7_R.pdf,defensa,cni,False,True
moncloa_0037,moncloa,Carta de José Cortina Prieto para Emilio Manglano (3 de octubre de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_8_R.pdf,Documento_8_R.pdf,defensa,cni,False,True
moncloa_0038,moncloa,Comisiones militares (10 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_9_R.pdf,Documento_9_R.pdf,defensa,cni,False,True
moncloa_0039,moncloa,Comisiones militares en la vista de la causa 2/81 del Consejo Supremo de Justicia Militar.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_10_R.pdf,Documento_10_R.pdf,defensa,cni,False,True
moncloa_0040,moncloa,Ambiente en los cuarteles (25 de febrero de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_11_R.pdf,Documento_11_R.pdf,defensa,cni,False,True
moncloa_0041,moncloa,Sobre la anunciada libertad provisional de algunos procesados en la causa 2/81 (19 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_12_R.pdf,Documento_12_R.pdf,defensa,cni,False,True
moncloa_0042,moncloa,Reunión sobre acontecimientos recientes (8 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_13_R.pdf,Documento_13_R.pdf,defensa,cni,False,True
moncloa_0043,moncloa,Nota al PREJUJEM (Presidente de la Junta de Jefes de Estado Mayor). Algunos datos para una crónica de un golpe anunciado (Jesús M. Paricio).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_14_R.pdf,Documento_14_R.pdf,defensa,cni,False,True
moncloa_0044,moncloa,Incidente entre la defensa del Teniente General Milans del Bosch y la prensa (28 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_15_R.pdf,Documento_15_R.pdf,defensa,cni,False,True
moncloa_0045,moncloa,Comentarios sobre la sentencia del 23-F. Cuartel general de la Junta de Jefes de Estado Mayor (6 de junio de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_16_R.pdf,Documento_16_R.pdf,defensa,cni,False,True
moncloa_0046,moncloa,El papel de la JUJEM en la crisis político-militar.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_17_R.pdf,Documento_17_R.pdf,defensa,cni,False,True
moncloa_0047,moncloa,Reacciones ante la sentencia 23-F. Declaraciones del gobierno (4 de junio de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_18_R.pdf,Documento_18_R.pdf,defensa,cni,False,True
moncloa_0048,moncloa,"Estado de opinión sobre las sentencias (sección de contrainformación del EME, sección de contrainteligencia) (7 de junio de 1982).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_19_R.pdf,Documento_19_R.pdf,defensa,cni,False,True
moncloa_0049,moncloa,Relato de los sucesos de los días 23 y 24 de febrero.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_20_R.pdf,Documento_20_R.pdf,defensa,cni,False,True
moncloa_0050,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (24 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_21_R.pdf,Documento_21_R.pdf,defensa,cni,False,True
moncloa_0051,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (18 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_22_R.pdf,Documento_22_R.pdf,defensa,cni,False,True
moncloa_0052,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (17 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_23_R.pdf,Documento_23_R.pdf,defensa,cni,False,True
moncloa_0053,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (12 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_24_R.pdf,Documento_24_R.pdf,defensa,cni,False,True
moncloa_0054,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (10 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_25_R.pdf,Documento_25_R.pdf,defensa,cni,False,True
moncloa_0055,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (6 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_26_R.pdf,Documento_26_R.pdf,defensa,cni,False,True
moncloa_0056,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (5 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_27_R.pdf,Documento_27_R.pdf,defensa,cni,False,True
moncloa_0057,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (4 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_28_R.pdf,Documento_28_R.pdf,defensa,cni,False,True
moncloa_0058,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (3 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_29_R.pdf,Documento_29_R.pdf,defensa,cni,False,True
moncloa_0059,moncloa,Información integrada (17 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_30_R.pdf,Documento_30_R.pdf,defensa,cni,False,True
moncloa_0060,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (30 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_31_R.pdf,Documento_31_R.pdf,defensa,cni,False,True
moncloa_0061,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (29 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_32_R.pdf,Documento_32_R.pdf,defensa,cni,False,True
moncloa_0062,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (28 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_33_R.pdf,Documento_33_R.pdf,defensa,cni,False,True
moncloa_0063,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (27 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_34_R.pdf,Documento_34_R.pdf,defensa,cni,False,True
moncloa_0064,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (20 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_35_R.pdf,Documento_35_R.pdf,defensa,cni,False,True
moncloa_0065,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (19 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_36_R.pdf,Documento_36_R.pdf,defensa,cni,False,True
moncloa_0066,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (16 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_37_R.pdf,Documento_37_R.pdf,defensa,cni,False,True
moncloa_0067,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (14 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_38_R.pdf,Documento_38_R.pdf,defensa,cni,False,True
moncloa_0068,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (13 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_39_R.pdf,Documento_39_R.pdf,defensa,cni,False,True
moncloa_0069,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (5 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_40_R.pdf,Documento_40_R.pdf,defensa,cni,False,True
moncloa_0070,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (7 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_41_R.pdf,Documento_41_R.pdf,defensa,cni,False,True
moncloa_0071,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (6 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_42_R.pdf,Documento_42_R.pdf,defensa,cni,False,True
moncloa_0072,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (2 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_43_R.pdf,Documento_43_R.pdf,defensa,cni,False,True
moncloa_0073,moncloa,Vista oral 2/81 del Consejo Supremo de Justicia Militar (1 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_44_R.pdf,Documento_44_R.pdf,defensa,cni,False,True
moncloa_0074,moncloa,Información integrada (20 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_45_R.pdf,Documento_45_R.pdf,defensa,cni,False,True
moncloa_0075,moncloa,Vista oral 2/81. Incidentes en la tarde del 5 de abril de 1982 (6 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_46_R.pdf,Documento_46_R.pdf,defensa,cni,False,True
