doc_id,source_document_id,pdf_url,original_url,local_pdf_path,expected_size_bytes,download_ok,file_size_bytes,download_error
rtve_1860,1860,https://www.rtve.es/contenidos/documentos/23f-desclasificado/99_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_20_de_febrero_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1860/original,data/raw/pdfs_rtve/rtve_1860.pdf,771201,True,771201,
rtve_1859,1859,https://www.rtve.es/contenidos/documentos/23f-desclasificado/98_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_22_de_febrero_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1859/original,data/raw/pdfs_rtve/rtve_1859.pdf,979124,True,979124,
rtve_1858,1858,https://www.rtve.es/contenidos/documentos/23f-desclasificado/97_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_24_de_febrero_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1858/original,data/raw/pdfs_rtve/rtve_1858.pdf,1241724,True,1241724,
rtve_1857,1857,https://www.rtve.es/contenidos/documentos/23f-desclasificado/96_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_25_de_febrero_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1857/original,data/raw/pdfs_rtve/rtve_1857.pdf,1680589,True,1680589,
rtve_1856,1856,https://www.rtve.es/contenidos/documentos/23f-desclasificado/95_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_26_de_febrero_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1856/original,data/raw/pdfs_rtve/rtve_1856.pdf,973226,True,973226,
rtve_1855,1855,https://www.rtve.es/contenidos/documentos/23f-desclasificado/94_1982_informacion_integrada_11_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1855/original,data/raw/pdfs_rtve/rtve_1855.pdf,317807,True,317807,
rtve_1854,1854,https://www.rtve.es/contenidos/documentos/23f-desclasificado/93_1982_informacion_integrada_16_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1854/original,data/raw/pdfs_rtve/rtve_1854.pdf,319587,True,319587,
rtve_1853,1853,https://www.rtve.es/contenidos/documentos/23f-desclasificado/92_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_2_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1853/original,data/raw/pdfs_rtve/rtve_1853.pdf,1626178,True,1626178,
rtve_1852,1852,https://www.rtve.es/contenidos/documentos/23f-desclasificado/91_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_5_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1852/original,data/raw/pdfs_rtve/rtve_1852.pdf,1282344,True,1282344,
rtve_1851,1851,https://www.rtve.es/contenidos/documentos/23f-desclasificado/90_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_8_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1851/original,data/raw/pdfs_rtve/rtve_1851.pdf,782136,True,782136,
rtve_1850,1850,https://www.rtve.es/contenidos/documentos/23f-desclasificado/89_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_9_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1850/original,data/raw/pdfs_rtve/rtve_1850.pdf,737637,True,737637,
rtve_1849,1849,https://www.rtve.es/contenidos/documentos/23f-desclasificado/88_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_11_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1849/original,data/raw/pdfs_rtve/rtve_1849.pdf,534447,True,534447,
rtve_1848,1848,https://www.rtve.es/contenidos/documentos/23f-desclasificado/87_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_12_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1848/original,data/raw/pdfs_rtve/rtve_1848.pdf,339015,True,339015,
rtve_1847,1847,https://www.rtve.es/contenidos/documentos/23f-desclasificado/86_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_15_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1847/original,data/raw/pdfs_rtve/rtve_1847.pdf,715422,True,715422,
rtve_1846,1846,https://www.rtve.es/contenidos/documentos/23f-desclasificado/85_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_16_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1846/original,data/raw/pdfs_rtve/rtve_1846.pdf,1034953,True,1034953,
rtve_1845,1845,https://www.rtve.es/contenidos/documentos/23f-desclasificado/84_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_17_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1845/original,data/raw/pdfs_rtve/rtve_1845.pdf,729979,True,729979,
rtve_1844,1844,https://www.rtve.es/contenidos/documentos/23f-desclasificado/83_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_18_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1844/original,data/raw/pdfs_rtve/rtve_1844.pdf,979699,True,979699,
rtve_1843,1843,https://www.rtve.es/contenidos/documentos/23f-desclasificado/82_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_23_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1843/original,data/raw/pdfs_rtve/rtve_1843.pdf,744391,True,744391,
rtve_1842,1842,https://www.rtve.es/contenidos/documentos/23f-desclasificado/81_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_22_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1842/original,data/raw/pdfs_rtve/rtve_1842.pdf,925685,True,925685,
rtve_1841,1841,https://www.rtve.es/contenidos/documentos/23f-desclasificado/80_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_24_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1841/original,data/raw/pdfs_rtve/rtve_1841.pdf,714863,True,714863,
rtve_1840,1840,https://www.rtve.es/contenidos/documentos/23f-desclasificado/79_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_26_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1840/original,data/raw/pdfs_rtve/rtve_1840.pdf,730578,True,730578,
rtve_1839,1839,https://www.rtve.es/contenidos/documentos/23f-desclasificado/78_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_29_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1839/original,data/raw/pdfs_rtve/rtve_1839.pdf,1401903,True,1401903,
rtve_1838,1838,https://www.rtve.es/contenidos/documentos/23f-desclasificado/77_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_30_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1838/original,data/raw/pdfs_rtve/rtve_1838.pdf,1494186,True,1494186,
rtve_1837,1837,https://www.rtve.es/contenidos/documentos/23f-desclasificado/76_1982_informacion_integrada_5_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1837/original,data/raw/pdfs_rtve/rtve_1837.pdf,280446,True,280446,
rtve_1836,1836,https://www.rtve.es/contenidos/documentos/23f-desclasificado/75_1982_vista_oral_281_incidentes_en_la_tarde_del_5_de_abril_de_1982_6_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1836/original,data/raw/pdfs_rtve/rtve_1836.pdf,365865,True,365865,
rtve_1835,1835,https://www.rtve.es/contenidos/documentos/23f-desclasificado/74_1982_informacion_integrada_20_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1835/original,data/raw/pdfs_rtve/rtve_1835.pdf,153113,True,153113,
rtve_1834,1834,https://www.rtve.es/contenidos/documentos/23f-desclasificado/73_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_1_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1834/original,data/raw/pdfs_rtve/rtve_1834.pdf,641801,True,641801,
rtve_1833,1833,https://www.rtve.es/contenidos/documentos/23f-desclasificado/72_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_2_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1833/original,data/raw/pdfs_rtve/rtve_1833.pdf,1453876,True,1453876,
rtve_1832,1832,https://www.rtve.es/contenidos/documentos/23f-desclasificado/71_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_6_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1832/original,data/raw/pdfs_rtve/rtve_1832.pdf,991328,True,991328,
rtve_1831,1831,https://www.rtve.es/contenidos/documentos/23f-desclasificado/70_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_7_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1831/original,data/raw/pdfs_rtve/rtve_1831.pdf,959622,True,959622,
rtve_1830,1830,https://www.rtve.es/contenidos/documentos/23f-desclasificado/69_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_5_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1830/original,data/raw/pdfs_rtve/rtve_1830.pdf,1431702,True,1431702,
rtve_1829,1829,https://www.rtve.es/contenidos/documentos/23f-desclasificado/68_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_13_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1829/original,data/raw/pdfs_rtve/rtve_1829.pdf,961127,True,961127,
rtve_1828,1828,https://www.rtve.es/contenidos/documentos/23f-desclasificado/67_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_14_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1828/original,data/raw/pdfs_rtve/rtve_1828.pdf,1025125,True,1025125,
rtve_1827,1827,https://www.rtve.es/contenidos/documentos/23f-desclasificado/66_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_16_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1827/original,data/raw/pdfs_rtve/rtve_1827.pdf,1131375,True,1131375,
rtve_1826,1826,https://www.rtve.es/contenidos/documentos/23f-desclasificado/65_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_19_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1826/original,data/raw/pdfs_rtve/rtve_1826.pdf,451131,True,451131,
rtve_1825,1825,https://www.rtve.es/contenidos/documentos/23f-desclasificado/64_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_20_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1825/original,data/raw/pdfs_rtve/rtve_1825.pdf,451088,True,451088,
rtve_1824,1824,https://www.rtve.es/contenidos/documentos/23f-desclasificado/63_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_27_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1824/original,data/raw/pdfs_rtve/rtve_1824.pdf,483254,True,483254,
rtve_1823,1823,https://www.rtve.es/contenidos/documentos/23f-desclasificado/62_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_28_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1823/original,data/raw/pdfs_rtve/rtve_1823.pdf,744694,True,744694,
rtve_1822,1822,https://www.rtve.es/contenidos/documentos/23f-desclasificado/61_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_29_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1822/original,data/raw/pdfs_rtve/rtve_1822.pdf,400405,True,400405,
rtve_1821,1821,https://www.rtve.es/contenidos/documentos/23f-desclasificado/60_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_30_de_abril_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1821/original,data/raw/pdfs_rtve/rtve_1821.pdf,1102512,True,1102512,
rtve_1820,1820,https://www.rtve.es/contenidos/documentos/23f-desclasificado/59_1982_informacion_integrada_17_de_mayo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1820/original,data/raw/pdfs_rtve/rtve_1820.pdf,301661,True,301661,
rtve_1819,1819,https://www.rtve.es/contenidos/documentos/23f-desclasificado/58_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_3_de_mayo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1819/original,data/raw/pdfs_rtve/rtve_1819.pdf,1156863,True,1156863,
rtve_1818,1818,https://www.rtve.es/contenidos/documentos/23f-desclasificado/57_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_4_de_mayo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1818/original,data/raw/pdfs_rtve/rtve_1818.pdf,758206,True,758206,
rtve_1817,1817,https://www.rtve.es/contenidos/documentos/23f-desclasificado/56_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_5_de_mayo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1817/original,data/raw/pdfs_rtve/rtve_1817.pdf,940149,True,940149,
rtve_1816,1816,https://www.rtve.es/contenidos/documentos/23f-desclasificado/55_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_6_de_mayo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1816/original,data/raw/pdfs_rtve/rtve_1816.pdf,911232,True,911232,
rtve_1815,1815,https://www.rtve.es/contenidos/documentos/23f-desclasificado/54_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_10_de_mayo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1815/original,data/raw/pdfs_rtve/rtve_1815.pdf,819018,True,819018,
rtve_1814,1814,https://www.rtve.es/contenidos/documentos/23f-desclasificado/53_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_12_de_mayo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1814/original,data/raw/pdfs_rtve/rtve_1814.pdf,806823,True,806823,
rtve_1813,1813,https://www.rtve.es/contenidos/documentos/23f-desclasificado/52_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_17_de_mayo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1813/original,data/raw/pdfs_rtve/rtve_1813.pdf,1103211,True,1103211,
rtve_1812,1812,https://www.rtve.es/contenidos/documentos/23f-desclasificado/51_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_18_de_mayo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1812/original,data/raw/pdfs_rtve/rtve_1812.pdf,584125,True,584125,
rtve_1811,1811,https://www.rtve.es/contenidos/documentos/23f-desclasificado/50_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_24_de_mayo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1811/original,data/raw/pdfs_rtve/rtve_1811.pdf,2005861,True,2005861,
rtve_1810,1810,https://www.rtve.es/contenidos/documentos/23f-desclasificado/49_2026_relato_de_los_sucesos_de_los_dias_23_y_24_de_febrero.pdf,https://23fbuscador.rtve.es/document/ocr/1810/original,data/raw/pdfs_rtve/rtve_1810.pdf,1811603,True,1811603,
rtve_1809,1809,https://www.rtve.es/contenidos/documentos/23f-desclasificado/48_1982_estado_de_opinion_sobre_las_sentencias_seccion_de_contrainformacion_del_eme_secc.pdf,https://23fbuscador.rtve.es/document/ocr/1809/original,data/raw/pdfs_rtve/rtve_1809.pdf,337634,True,337634,
rtve_1808,1808,https://www.rtve.es/contenidos/documentos/23f-desclasificado/47_1982_reacciones_ante_la_sentencia_23_f_declaraciones_del_gobierno_4_de_junio_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1808/original,data/raw/pdfs_rtve/rtve_1808.pdf,66832,True,66832,
rtve_1807,1807,https://www.rtve.es/contenidos/documentos/23f-desclasificado/46_2026_el_papel_de_la_jujem_en_la_crisis_politico_militar.pdf,https://23fbuscador.rtve.es/document/ocr/1807/original,data/raw/pdfs_rtve/rtve_1807.pdf,316956,True,316956,
rtve_1806,1806,https://www.rtve.es/contenidos/documentos/23f-desclasificado/45_1982_comentarios_sobre_la_sentencia_del_23_f_cuartel_general_de_la_junta_de_jefes_de_.pdf,https://23fbuscador.rtve.es/document/ocr/1806/original,data/raw/pdfs_rtve/rtve_1806.pdf,254353,True,254353,
rtve_1805,1805,https://www.rtve.es/contenidos/documentos/23f-desclasificado/44_1982_incidente_entre_la_defensa_del_teniente_general_milans_del_bosch_y_la_prensa_28_.pdf,https://23fbuscador.rtve.es/document/ocr/1805/original,data/raw/pdfs_rtve/rtve_1805.pdf,251305,True,251305,
rtve_1804,1804,https://www.rtve.es/contenidos/documentos/23f-desclasificado/43_2026_nota_al_prejujem_presidente_de_la_junta_de_jefes_de_estado_mayor_algunos_datos_p.pdf,https://23fbuscador.rtve.es/document/ocr/1804/original,data/raw/pdfs_rtve/rtve_1804.pdf,1689096,True,1689096,
rtve_1803,1803,https://www.rtve.es/contenidos/documentos/23f-desclasificado/42_1982_reunion_sobre_acontecimientos_recientes_8_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1803/original,data/raw/pdfs_rtve/rtve_1803.pdf,253672,True,253672,
rtve_1802,1802,https://www.rtve.es/contenidos/documentos/23f-desclasificado/41_1982_sobre_la_anunciada_libertad_provisional_de_algunos_procesados_en_la_causa_281_19.pdf,https://23fbuscador.rtve.es/document/ocr/1802/original,data/raw/pdfs_rtve/rtve_1802.pdf,509293,True,509293,
rtve_1801,1801,https://www.rtve.es/contenidos/documentos/23f-desclasificado/40_1982_ambiente_en_los_cuarteles_25_de_febrero_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1801/original,data/raw/pdfs_rtve/rtve_1801.pdf,297646,True,297646,
rtve_1800,1800,https://www.rtve.es/contenidos/documentos/23f-desclasificado/39_2026_comisiones_militares_en_la_vista_de_la_causa_281_del_consejo_supremo_de_justicia.pdf,https://23fbuscador.rtve.es/document/ocr/1800/original,data/raw/pdfs_rtve/rtve_1800.pdf,196618,True,196618,
rtve_1799,1799,https://www.rtve.es/contenidos/documentos/23f-desclasificado/38_1982_comisiones_militares_10_de_marzo_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1799/original,data/raw/pdfs_rtve/rtve_1799.pdf,71452,True,71452,
rtve_1798,1798,https://www.rtve.es/contenidos/documentos/23f-desclasificado/37_1981_carta_de_jose_cortina_prieto_para_emilio_manglano_3_de_octubre_de_1981.pdf,https://23fbuscador.rtve.es/document/ocr/1798/original,data/raw/pdfs_rtve/rtve_1798.pdf,193846,True,193846,
rtve_1797,1797,https://www.rtve.es/contenidos/documentos/23f-desclasificado/36_1981_investigacion_y_declaraciones_personal_aome_por_jddi_9_de_abril_de_1981.pdf,https://23fbuscador.rtve.es/document/ocr/1797/original,data/raw/pdfs_rtve/rtve_1797.pdf,6038486,True,6038486,
rtve_1796,1796,https://www.rtve.es/contenidos/documentos/23f-desclasificado/35_1981_informe_sobre_la_participacion_de_miembros_de_la_aome_cesid_en_los_hechos_del_23.pdf,https://23fbuscador.rtve.es/document/ocr/1796/original,data/raw/pdfs_rtve/rtve_1796.pdf,921293,True,921293,
rtve_1795,1795,https://www.rtve.es/contenidos/documentos/23f-desclasificado/34_2026_actitud_del_cesid_ante_la_situacion_provocada_por_los_incidentes_en_el_congreso.pdf,https://23fbuscador.rtve.es/document/ocr/1795/original,data/raw/pdfs_rtve/rtve_1795.pdf,1530115,True,1530115,
rtve_1794,1794,https://www.rtve.es/contenidos/documentos/23f-desclasificado/33_2026_resumen_de_la_actuacion_del_departamento_de_defensa_interna.pdf,https://23fbuscador.rtve.es/document/ocr/1794/original,data/raw/pdfs_rtve/rtve_1794.pdf,279174,True,279174,
rtve_1793,1793,https://www.rtve.es/contenidos/documentos/23f-desclasificado/32_2026_relacion_cesid_direccion_prejujem_j2.pdf,https://23fbuscador.rtve.es/document/ocr/1793/original,data/raw/pdfs_rtve/rtve_1793.pdf,143210,True,143210,
rtve_1792,1792,https://www.rtve.es/contenidos/documentos/23f-desclasificado/31_2026_relacion_cesid_direccion_general_jefe_del_estado_mayor_capitania.pdf,https://23fbuscador.rtve.es/document/ocr/1792/original,data/raw/pdfs_rtve/rtve_1792.pdf,47961,True,47961,
rtve_1791,1791,https://www.rtve.es/contenidos/documentos/23f-desclasificado/30_1981_guion_que_sirvio_de_base_para_la_reunion_de_sm_el_rey_con_el_presidente_del_gobi.pdf,https://23fbuscador.rtve.es/document/ocr/1791/original,data/raw/pdfs_rtve/rtve_1791.pdf,356497,True,356497,
rtve_1790,1790,https://www.rtve.es/contenidos/documentos/23f-desclasificado/29_1983_notas_de_1983_sobre_libertad_de_condenados_por_el_23_f_sobre_peticion_de_indulto.pdf,https://23fbuscador.rtve.es/document/ocr/1790/original,data/raw/pdfs_rtve/rtve_1790.pdf,4846346,True,4846346,
rtve_1789,1789,https://www.rtve.es/contenidos/documentos/23f-desclasificado/28_2026_nota_posible_golpe_de_estado_sin_firma.pdf,https://23fbuscador.rtve.es/document/ocr/1789/original,data/raw/pdfs_rtve/rtve_1789.pdf,2091381,True,2091381,
rtve_1788,1788,https://www.rtve.es/contenidos/documentos/23f-desclasificado/27_2026_nota_involucionismo_politico_provocado_por_posible_golpe_militar_sin_firma.pdf,https://23fbuscador.rtve.es/document/ocr/1788/original,data/raw/pdfs_rtve/rtve_1788.pdf,1585049,True,1585049,
rtve_1787,1787,https://www.rtve.es/contenidos/documentos/23f-desclasificado/26_2026_nota_campana_contra_sm_sin_firma.pdf,https://23fbuscador.rtve.es/document/ocr/1787/original,data/raw/pdfs_rtve/rtve_1787.pdf,5838795,True,5838795,
rtve_1786,1786,https://www.rtve.es/contenidos/documentos/23f-desclasificado/25_2026_juicio_del_23_f_acotaciones_al_desarrollo_del_juicio_notas_procesales_sobre_el_c.pdf,https://23fbuscador.rtve.es/document/ocr/1786/original,data/raw/pdfs_rtve/rtve_1786.pdf,6837971,True,6837971,
rtve_1785,1785,https://www.rtve.es/contenidos/documentos/23f-desclasificado/24_1981_indices_de_subversion_en_las_fas_marca_secreto_diciembre_de_1981.pdf,https://23fbuscador.rtve.es/document/ocr/1785/original,data/raw/pdfs_rtve/rtve_1785.pdf,4097698,True,4097698,
rtve_1784,1784,https://www.rtve.es/contenidos/documentos/23f-desclasificado/23_1981_policia_nacional_informe_de_situacion_marca_reservado_confidencial_12_de_noviemb.pdf,https://23fbuscador.rtve.es/document/ocr/1784/original,data/raw/pdfs_rtve/rtve_1784.pdf,6382316,True,6382316,
rtve_1783,1783,https://www.rtve.es/contenidos/documentos/23f-desclasificado/22_1983_nota_de_la_brigada_de_informacion_interior_apoyo_economico_a_los_implicados_en_e.pdf,https://23fbuscador.rtve.es/document/ocr/1783/original,data/raw/pdfs_rtve/rtve_1783.pdf,42498,True,42498,
rtve_1782,1782,https://www.rtve.es/contenidos/documentos/23f-desclasificado/21_1981_nota_campana_de_formacion_del_psoe_sobre_involucion_13_de_mayo_de_1981.pdf,https://23fbuscador.rtve.es/document/ocr/1782/original,data/raw/pdfs_rtve/rtve_1782.pdf,91021,True,91021,
rtve_1781,1781,https://www.rtve.es/contenidos/documentos/23f-desclasificado/20_1981_nota_partido_comunista_de_espana_pce_intento_de_la_extrema_derecha_de_implicar_a.pdf,https://23fbuscador.rtve.es/document/ocr/1781/original,data/raw/pdfs_rtve/rtve_1781.pdf,61923,True,61923,
